Output Data: 
StormID : AL011851  	Storm Name :                	Date range is : 18510625 - 18510628 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :1  
StormID : EP142005  	Storm Name : NORMA          	Date range is : 20050923 - 20051001 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP152005  	Storm Name : OTIS           	Date range is : 20050928 - 20051005 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :0  
StormID : EP162005  	Storm Name : SIXTEEN        	Date range is : 20051015 - 20051021 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP012006  	Storm Name : ALETTA         	Date range is : 20060527 - 20060531 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : EP022006  	Storm Name : TWO            	Date range is : 20060603 - 20060605 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP032006  	Storm Name : BUD            	Date range is : 20060711 - 20060717 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :0  
StormID : EP042006  	Storm Name : CARLOTTA       	Date range is : 20060712 - 20060720 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP052006  	Storm Name : DANIEL         	Date range is : 20060716 - 20060728 	Highest Maximum Knots are : 130 	Date :          	Time of Landfall are :0  
StormID : EP062006  	Storm Name : EMILIA         	Date range is : 20060721 - 20060731 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : EP072006  	Storm Name : FABIO          	Date range is : 20060731 - 20060805 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP082006  	Storm Name : GILMA          	Date range is : 20060801 - 20060805 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : EP092006  	Storm Name : HECTOR         	Date range is : 20060815 - 20060824 	Highest Maximum Knots are : 95  	Date :          	Time of Landfall are :0  
StormID : CP012006  	Storm Name : IOKE           	Date range is : 20060817 - 20060906 	Highest Maximum Knots are : 140 	Date :          	Time of Landfall are :0  
StormID : EP102006  	Storm Name : ILEANA         	Date range is : 20060821 - 20060829 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :0  
StormID : EP112006  	Storm Name : JOHN           	Date range is : 20060828 - 20060904 	Highest Maximum Knots are : 115 	Date :          	Time of Landfall are :1  
StormID : EP122006  	Storm Name : KRISTY         	Date range is : 20060830 - 20060909 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : EP132006  	Storm Name : LANE           	Date range is : 20060913 - 20060917 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :1  
StormID : EP142006  	Storm Name : MIRIAM         	Date range is : 20060916 - 20060921 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : CP022006  	Storm Name : TWO            	Date range is : 20060914 - 20060923 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : CP032006  	Storm Name : THREE          	Date range is : 20060925 - 20060927 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP152006  	Storm Name : NORMAN         	Date range is : 20061009 - 20061015 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP162006  	Storm Name : OLIVIA         	Date range is : 20061009 - 20061014 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : CP042006  	Storm Name : FOUR           	Date range is : 20061007 - 20061016 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP172006  	Storm Name : PAUL           	Date range is : 20061021 - 20061026 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :1  
StormID : EP182006  	Storm Name : EIGHTEEN       	Date range is : 20061026 - 20061029 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP192006  	Storm Name : ROSA           	Date range is : 20061108 - 20061110 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : EP202006  	Storm Name : TWENTY         	Date range is : 20061111 - 20061111 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP212006  	Storm Name : SERGIO         	Date range is : 20061113 - 20061120 	Highest Maximum Knots are : 95  	Date :          	Time of Landfall are :0  
StormID : EP012007  	Storm Name : ALVIN          	Date range is : 20070527 - 20070606 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : EP022007  	Storm Name : BARBARA        	Date range is : 20070529 - 20070602 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :1  
StormID : EP032007  	Storm Name : THREE          	Date range is : 20070611 - 20070615 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP042007  	Storm Name : FOUR           	Date range is : 20070709 - 20070711 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP052007  	Storm Name : FIVE           	Date range is : 20070714 - 20070716 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP062007  	Storm Name : COSME          	Date range is : 20070714 - 20070724 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :0  
StormID : EP072007  	Storm Name : DALILA         	Date range is : 20070722 - 20070730 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP082007  	Storm Name : ERICK          	Date range is : 20070731 - 20070802 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : EP092007  	Storm Name : FLOSSIE        	Date range is : 20070808 - 20070816 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :0  
StormID : EP102007  	Storm Name : GIL            	Date range is : 20070829 - 20070903 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : EP112007  	Storm Name : HENRIETTE      	Date range is : 20070830 - 20070906 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :2  
StormID : EP122007  	Storm Name : IVO            	Date range is : 20070918 - 20070925 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : EP132007  	Storm Name : THIRTEEN       	Date range is : 20070919 - 20070925 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP142007  	Storm Name : JULIETTE       	Date range is : 20070929 - 20071005 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP152007  	Storm Name : KIKO           	Date range is : 20071015 - 20071027 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : EP012008  	Storm Name : ALMA           	Date range is : 20080529 - 20080530 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :1  
StormID : EP022008  	Storm Name : BORIS          	Date range is : 20080627 - 20080706 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : EP032008  	Storm Name : CRISTINA       	Date range is : 20080627 - 20080703 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP042008  	Storm Name : DOUGLAS        	Date range is : 20080701 - 20080706 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : EP052008  	Storm Name : FIVE           	Date range is : 20080705 - 20080707 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP062008  	Storm Name : ELIDA          	Date range is : 20080711 - 20080721 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :0  
StormID : EP072008  	Storm Name : FAUSTO         	Date range is : 20080716 - 20080724 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : EP082008  	Storm Name : GENEVIEVE      	Date range is : 20080721 - 20080731 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :0  
StormID : EP092008  	Storm Name : HERNAN         	Date range is : 20080806 - 20080816 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :0  
StormID : CP012008  	Storm Name : KIKA           	Date range is : 20080804 - 20080816 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : EP102008  	Storm Name : ISELLE         	Date range is : 20080813 - 20080823 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP112008  	Storm Name : JULIO          	Date range is : 20080823 - 20080827 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :1  
StormID : EP122008  	Storm Name : KARINA         	Date range is : 20080902 - 20080903 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : EP132008  	Storm Name : LOWELL         	Date range is : 20080906 - 20080911 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :1  
StormID : EP142008  	Storm Name : MARIE          	Date range is : 20081001 - 20081019 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : EP152008  	Storm Name : NORBERT        	Date range is : 20081004 - 20081012 	Highest Maximum Knots are : 115 	Date :          	Time of Landfall are :2  
StormID : EP162008  	Storm Name : ODILE          	Date range is : 20081008 - 20081013 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP172008  	Storm Name : SEVENTEEN      	Date range is : 20081023 - 20081027 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP182008  	Storm Name : POLO           	Date range is : 20081102 - 20081105 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : EP012009  	Storm Name : ONE            	Date range is : 20090617 - 20090619 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP022009  	Storm Name : ANDRES         	Date range is : 20090621 - 20090624 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : EP032009  	Storm Name : BLANCA         	Date range is : 20090706 - 20090712 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP042009  	Storm Name : CARLOS         	Date range is : 20090710 - 20090716 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :0  
StormID : EP052009  	Storm Name : DOLORES        	Date range is : 20090714 - 20090720 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP062009  	Storm Name : LANA           	Date range is : 20090730 - 20090803 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : EP072009  	Storm Name : ENRIQUE        	Date range is : 20090803 - 20090808 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : EP082009  	Storm Name : FELICIA        	Date range is : 20090803 - 20090811 	Highest Maximum Knots are : 125 	Date :          	Time of Landfall are :0  
StormID : EP092009  	Storm Name : NINE           	Date range is : 20090809 - 20090815 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : CP012009  	Storm Name : MAKA           	Date range is : 20090808 - 20090818 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP102009  	Storm Name : GUILLERMO      	Date range is : 20090812 - 20090823 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :0  
StormID : EP112009  	Storm Name : HILDA          	Date range is : 20090821 - 20090831 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : EP122009  	Storm Name : IGNACIO        	Date range is : 20090824 - 20090828 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP132009  	Storm Name : JIMENA         	Date range is : 20090828 - 20090905 	Highest Maximum Knots are : 135 	Date :          	Time of Landfall are :4  
StormID : CP022009  	Storm Name : TWO            	Date range is : 20090826 - 20090902 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP142009  	Storm Name : KEVIN          	Date range is : 20090827 - 20090906 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP152009  	Storm Name : LINDA          	Date range is : 20090906 - 20090915 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : EP162009  	Storm Name : MARTY          	Date range is : 20090915 - 20090922 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : EP172009  	Storm Name : NORA           	Date range is : 20090922 - 20090929 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP182009  	Storm Name : OLAF           	Date range is : 20091001 - 20091004 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : EP192009  	Storm Name : PATRICIA       	Date range is : 20091011 - 20091015 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP202009  	Storm Name : RICK           	Date range is : 20091015 - 20091021 	Highest Maximum Knots are : 155 	Date :          	Time of Landfall are :1  
StormID : CP032009  	Storm Name : NEKI           	Date range is : 20091018 - 20091027 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :0  
StormID : EP012010  	Storm Name : AGATHA         	Date range is : 20100528 - 20100530 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :1  
StormID : EP022010  	Storm Name : TWO            	Date range is : 20100616 - 20100617 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP032010  	Storm Name : BLAS           	Date range is : 20100615 - 20100623 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : EP042010  	Storm Name : CELIA          	Date range is : 20100618 - 20100630 	Highest Maximum Knots are : 140 	Date :          	Time of Landfall are :0  
StormID : EP052010  	Storm Name : DARBY          	Date range is : 20100620 - 20100629 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :0  
StormID : EP062010  	Storm Name : SIX            	Date range is : 20100714 - 20100718 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP072010  	Storm Name : ESTELLE        	Date range is : 20100804 - 20100810 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : EP082010  	Storm Name : EIGHT          	Date range is : 20100820 - 20100823 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP092010  	Storm Name : FRANK          	Date range is : 20100821 - 20100829 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : EP102010  	Storm Name : TEN            	Date range is : 20100903 - 20100905 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP112010  	Storm Name : ELEVEN         	Date range is : 20100903 - 20100904 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :1  
StormID : EP122010  	Storm Name : GEORGETTE      	Date range is : 20100920 - 20100923 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :2  
StormID : CP012010  	Storm Name : OMEKA          	Date range is : 20101216 - 20101222 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP012011  	Storm Name : ADRIAN         	Date range is : 20110607 - 20110614 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :0  
StormID : EP022011  	Storm Name : BEATRIZ        	Date range is : 20110618 - 20110622 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : EP032011  	Storm Name : CALVIN         	Date range is : 20110707 - 20110714 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : EP042011  	Storm Name : DORA           	Date range is : 20110718 - 20110726 	Highest Maximum Knots are : 135 	Date :          	Time of Landfall are :0  
StormID : EP052011  	Storm Name : EUGENE         	Date range is : 20110730 - 20110810 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :0  
StormID : EP062011  	Storm Name : FERNANDA       	Date range is : 20110814 - 20110821 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : EP072011  	Storm Name : GREG           	Date range is : 20110816 - 20110823 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP082011  	Storm Name : EIGHT          	Date range is : 20110831 - 20110902 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :1  
StormID : EP092011  	Storm Name : HILARY         	Date range is : 20110921 - 20111003 	Highest Maximum Knots are : 125 	Date :          	Time of Landfall are :0  
StormID : EP102011  	Storm Name : JOVA           	Date range is : 20111005 - 20111012 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :1  
StormID : EP112011  	Storm Name : IRWIN          	Date range is : 20111004 - 20111018 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :0  
StormID : EP122011  	Storm Name : TWELVE         	Date range is : 20111006 - 20111013 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :1  
StormID : EP132011  	Storm Name : KENNETH        	Date range is : 20111118 - 20111126 	Highest Maximum Knots are : 125 	Date :          	Time of Landfall are :0  
StormID : EP012012  	Storm Name : ALETTA         	Date range is : 20120513 - 20120520 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP022012  	Storm Name : BUD            	Date range is : 20120520 - 20120526 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :0  
StormID : EP032012  	Storm Name : CARLOTTA       	Date range is : 20120613 - 20120617 	Highest Maximum Knots are : 95  	Date :          	Time of Landfall are :1  
StormID : EP042012  	Storm Name : DANIEL         	Date range is : 20120704 - 20120714 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :0  
StormID : EP052012  	Storm Name : EMILIA         	Date range is : 20120707 - 20120718 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :0  
StormID : EP062012  	Storm Name : FABIO          	Date range is : 20120710 - 20120720 	Highest Maximum Knots are : 95  	Date :          	Time of Landfall are :0  
StormID : EP072012  	Storm Name : GILMA          	Date range is : 20120806 - 20120814 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : EP082012  	Storm Name : HECTOR         	Date range is : 20120811 - 20120820 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP092012  	Storm Name : ILEANA         	Date range is : 20120825 - 20120906 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP102012  	Storm Name : JOHN           	Date range is : 20120902 - 20120907 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : EP112012  	Storm Name : KRISTY         	Date range is : 20120911 - 20120919 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP122012  	Storm Name : LANE           	Date range is : 20120915 - 20120920 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP132012  	Storm Name : MIRIAM         	Date range is : 20120922 - 20121002 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :0  
StormID : EP142012  	Storm Name : NORMAN         	Date range is : 20120928 - 20120930 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :1  
StormID : EP152012  	Storm Name : OLIVIA         	Date range is : 20121006 - 20121010 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP162012  	Storm Name : PAUL           	Date range is : 20121013 - 20121018 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :0  
StormID : EP172012  	Storm Name : ROSA           	Date range is : 20121029 - 20121105 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP012013  	Storm Name : ALVIN          	Date range is : 20130513 - 20130517 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP022013  	Storm Name : BARBARA        	Date range is : 20130528 - 20130530 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :1  
StormID : EP032013  	Storm Name : COSME          	Date range is : 20130623 - 20130630 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP042013  	Storm Name : DALILA         	Date range is : 20130628 - 20130708 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : EP052013  	Storm Name : ERICK          	Date range is : 20130704 - 20130709 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : EP062013  	Storm Name : FLOSSIE        	Date range is : 20130725 - 20130730 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : EP072013  	Storm Name : GIL            	Date range is : 20130730 - 20130806 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP082013  	Storm Name : HENRIETTE      	Date range is : 20130802 - 20130812 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :0  
StormID : CP012013  	Storm Name : PEWA           	Date range is : 20130815 - 20130825 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :0  
StormID : CP022013  	Storm Name : UNALA          	Date range is : 20130812 - 20130819 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : CP032013  	Storm Name : THREE          	Date range is : 20130809 - 20130821 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP092013  	Storm Name : IVO            	Date range is : 20130820 - 20130827 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : EP102013  	Storm Name : JULIETTE       	Date range is : 20130828 - 20130830 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :1  
StormID : EP112013  	Storm Name : KIKO           	Date range is : 20130829 - 20130904 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :0  
StormID : EP122013  	Storm Name : LORENA         	Date range is : 20130904 - 20130909 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP132013  	Storm Name : MANUEL         	Date range is : 20130913 - 20130919 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :2  
StormID : EP142013  	Storm Name : NARDA          	Date range is : 20131006 - 20131012 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :0  
StormID : EP152013  	Storm Name : OCTAVE         	Date range is : 20131012 - 20131016 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :1  
StormID : EP162013  	Storm Name : PRISCILLA      	Date range is : 20131013 - 20131018 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : EP172013  	Storm Name : RAYMOND        	Date range is : 20131019 - 20131101 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :0  
StormID : EP182013  	Storm Name : SONIA          	Date range is : 20131101 - 20131104 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :1  
StormID : EP012014  	Storm Name : AMANDA         	Date range is : 20140522 - 20140529 	Highest Maximum Knots are : 135 	Date :          	Time of Landfall are :0  
StormID : EP022014  	Storm Name : BORIS          	Date range is : 20140601 - 20140604 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : EP032014  	Storm Name : CRISTINA       	Date range is : 20140609 - 20140619 	Highest Maximum Knots are : 130 	Date :          	Time of Landfall are :0  
StormID : EP042014  	Storm Name : DOUGLAS        	Date range is : 20140628 - 20140709 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP052014  	Storm Name : ELIDA          	Date range is : 20140630 - 20140702 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP062014  	Storm Name : FAUSTO         	Date range is : 20140706 - 20140709 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : CP012014  	Storm Name : WALI           	Date range is : 20140717 - 20140719 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : EP072014  	Storm Name : GENEVIEVE      	Date range is : 20140722 - 20140813 	Highest Maximum Knots are : 140 	Date :          	Time of Landfall are :0  
StormID : EP082014  	Storm Name : HERNAN         	Date range is : 20140726 - 20140731 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :0  
StormID : EP092014  	Storm Name : ISELLE         	Date range is : 20140730 - 20140810 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :1  
StormID : EP102014  	Storm Name : JULIO          	Date range is : 20140802 - 20140818 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :0  
StormID : EP112014  	Storm Name : KARINA         	Date range is : 20140812 - 20140828 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP122014  	Storm Name : LOWELL         	Date range is : 20140817 - 20140828 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :0  
StormID : EP132014  	Storm Name : MARIE          	Date range is : 20140822 - 20140902 	Highest Maximum Knots are : 140 	Date :          	Time of Landfall are :0  
StormID : EP142014  	Storm Name : NORBERT        	Date range is : 20140902 - 20140911 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :0  
StormID : EP152014  	Storm Name : ODILE          	Date range is : 20140909 - 20140918 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :2  
StormID : EP162014  	Storm Name : SIXTEEN        	Date range is : 20140910 - 20140916 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP172014  	Storm Name : POLO           	Date range is : 20140916 - 20140926 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :0  
StormID : EP182014  	Storm Name : RACHEL         	Date range is : 20140924 - 20141003 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP192014  	Storm Name : SIMON          	Date range is : 20140930 - 20141009 	Highest Maximum Knots are : 115 	Date :          	Time of Landfall are :0  
StormID : CP022014  	Storm Name : ANA            	Date range is : 20141013 - 20141026 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP202014  	Storm Name : TRUDY          	Date range is : 20141017 - 20141019 	Highest Maximum Knots are : 55  	Date :          	Time of Landfall are :1  
StormID : EP212014  	Storm Name : VANCE          	Date range is : 20141029 - 20141105 	Highest Maximum Knots are : 95  	Date :          	Time of Landfall are :0  
StormID : EP012015  	Storm Name : ANDRES         	Date range is : 20150528 - 20150607 	Highest Maximum Knots are : 125 	Date :          	Time of Landfall are :0  
StormID : EP022015  	Storm Name : BLANCA         	Date range is : 20150531 - 20150609 	Highest Maximum Knots are : 125 	Date :          	Time of Landfall are :3  
StormID : EP032015  	Storm Name : CARLOS         	Date range is : 20150610 - 20150618 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :1  
StormID : EP042015  	Storm Name : ELA            	Date range is : 20150707 - 20150712 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :0  
StormID : CP012015  	Storm Name : HALOLA         	Date range is : 20150706 - 20150726 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :0  
StormID : CP022015  	Storm Name : IUNE           	Date range is : 20150708 - 20150717 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : EP052015  	Storm Name : DOLORES        	Date range is : 20150711 - 20150722 	Highest Maximum Knots are : 115 	Date :          	Time of Landfall are :0  
StormID : EP062015  	Storm Name : ENRIQUE        	Date range is : 20150712 - 20150721 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP072015  	Storm Name : FELICIA        	Date range is : 20150722 - 20150727 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :0  
StormID : EP082015  	Storm Name : EIGHT          	Date range is : 20150727 - 20150731 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : EP092015  	Storm Name : GUILLERMO      	Date range is : 20150727 - 20150808 	Highest Maximum Knots are : 95  	Date :          	Time of Landfall are :0  
StormID : EP102015  	Storm Name : HILDA          	Date range is : 20150806 - 20150814 	Highest Maximum Knots are : 125 	Date :          	Time of Landfall are :0  
StormID : EP112015  	Storm Name : ELEVEN         	Date range is : 20150816 - 20150820 	Highest Maximum Knots are : 30  	Date :          	Time of Landfall are :0  
StormID : CP032015  	Storm Name : KILO           	Date range is : 20150817 - 20150910 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :0  
StormID : CP042015  	Storm Name : LOKE           	Date range is : 20150819 - 20150826 	Highest Maximum Knots are : 65  	Date :          	Time of Landfall are :0  
StormID : EP122015  	Storm Name : IGNACIO        	Date range is : 20150823 - 20150908 	Highest Maximum Knots are : 125 	Date :          	Time of Landfall are :0  
StormID : EP132015  	Storm Name : JIMENA         	Date range is : 20150825 - 20150910 	Highest Maximum Knots are : 135 	Date :          	Time of Landfall are :0  
StormID : EP142015  	Storm Name : KEVIN          	Date range is : 20150831 - 20150906 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : EP152015  	Storm Name : LINDA          	Date range is : 20150904 - 20150914 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :0  
